country_code,nace_r2_code,year,gross_exports_usd_m,trade_available
FR,C29-C30,2014,115834.73964139787,True
FR,C31-C33,2000,6667.684107092012,True
FR,C31-C33,2001,6937.821458578139,True
FR,C31-C33,2002,7379.35752971023,True
FR,C31-C33,2003,8340.535933043764,True
FR,C31-C33,2004,9855.849926097453,True
FR,C31-C33,2005,10533.60047734704,True
FR,C31-C33,2006,11478.989043621295,True
FR,C31-C33,2007,13233.175725128727,True
FR,C31-C33,2008,15027.098416926006,True
FR,C31-C33,2009,13927.341423327593,True
FR,C31-C33,2010,15141.897634939905,True
FR,C31-C33,2011,17642.414802765437,True
FR,C31-C33,2012,17384.086305562003,True
FR,C31-C33,2013,18919.538863806745,True
FR,C31-C33,2014,19713.702383563665,True
HR,C10-C12,2000,431.1093506753779,True
HR,C10-C12,2001,518.385888370536,True
HR,C10-C12,2002,606.1274012800028,True
HR,C10-C12,2003,1015.0221979542184,True
HR,C10-C12,2004,1135.0004784705695,True
HR,C10-C12,2005,1281.3984744850231,True
HR,C10-C12,2006,1477.7181466890065,True
HR,C10-C12,2007,1526.935747210212,True
HR,C10-C12,2008,1737.908891442671,True
HR,C10-C12,2009,1523.1152627030374,True
HR,C10-C12,2010,1521.3912254437432,True
HR,C10-C12,2011,1998.035541858541,True
HR,C10-C12,2012,1880.4258032574278,True
HR,C10-C12,2013,1913.6735312298424,True
HR,C10-C12,2014,2100.603528302475,True
HR,C13-C15,2000,318.752712926154,True
HR,C13-C15,2001,382.3836227297029,True
HR,C13-C15,2002,432.3918048575043,True
HR,C13-C15,2003,608.0514986295914,True
HR,C13-C15,2004,691.0519628363561,True
HR,C13-C15,2005,650.5359825194305,True
HR,C13-C15,2006,673.5179517128131,True
HR,C13-C15,2007,709.287213080058,True
HR,C13-C15,2008,742.1157677806987,True
HR,C13-C15,2009,555.0030081403146,True
HR,C13-C15,2010,571.6468176602862,True
HR,C13-C15,2011,727.4492234957056,True
HR,C13-C15,2012,607.6997551716715,True
HR,C13-C15,2013,625.1782843878469,True
HR,C13-C15,2014,784.9999651532912,True
HR,C16-C18,2000,324.37157300885127,True
HR,C16-C18,2001,338.5561335642697,True
HR,C16-C18,2002,394.90533881157523,True
HR,C16-C18,2003,564.4994073434766,True
HR,C16-C18,2004,640.4940734322826,True
HR,C16-C18,2005,640.1130223514922,True
HR,C16-C18,2006,688.060065841286,True
HR,C16-C18,2007,853.0711993694483,True
HR,C16-C18,2008,962.5618403057902,True
HR,C16-C18,2009,748.5476105071394,True
HR,C16-C18,2010,783.1587516587758,True
HR,C16-C18,2011,941.7048871908413,True
HR,C16-C18,2012,806.6574617808537,True
HR,C16-C18,2013,929.3638679383888,True
HR,C16-C18,2014,1020.1162106044617,True
HR,C19,2000,21.81652899112176,True
HR,C19,2001,16.638606678678933,True
HR,C19,2002,25.76341211397408,True
HR,C19,2003,37.28473670296764,True
HR,C19,2004,56.13899164114771,True
HR,C19,2005,85.97859443879287,True
HR,C19,2006,58.598729585536766,True
HR,C19,2007,58.335306577081376,True
HR,C19,2008,45.62195749260938,True
HR,C19,2009,55.51696781909719,True
HR,C19,2010,35.18741391391757,True
HR,C19,2011,42.617060500278264,True
HR,C19,2012,38.97752633400154,True
HR,C19,2013,23.86674905405964,True
HR,C19,2014,23.580463918196102,True
HR,C20-C21,2000,620.5300812107461,True
HR,C20-C21,2001,631.5875282834438,True
